Year	Day	Nest_number	Nest_found	UTM_E	UTM_N	Datum	Zone	Area_Name	Habitat	Distance_From	Distance_On	Fresh_Nest	Species	Predation	PredatorSpecies	ReproductiveActivity	Notes
2007	185	NH01	Systematic search	534122	8118563	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	185	NH02	Systematic search	534140	8118538	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	185	NH03	Systematic search	534016	8118352	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Collared Lemming	No	NA	No	
2007	185	NH04	Systematic search	534092	8118509	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	185	NH05	Systematic search	534096	8118508	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	185	NH06	Systematic search	533987	8118446	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	185	NH07	Systematic search	534103	8118586	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	188	NM01	Systematic search	533324	8116901	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	188	NM02	Systematic search	533172	8116974	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	188	NM03	Systematic search	533230	8117074	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Collared Lemming	No	NA	No	
2007	188	NM04	Systematic search	533104	8116990	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	188	NM05	Systematic search	533090	8117080	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	188	NM06	Systematic search	533212	8117134	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Collared Lemming	No	NA	No	
2007	188	NM07	Systematic search	533118	8117052	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Collared Lemming	No	NA	Yes	
2007	188	NM08	Systematic search	533111	8117059	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Collared Lemming	No	NA	Yes	
2007	188	NM09	Systematic search	533222	8117173	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Collared Lemming	No	NA	No	
2007	188	NM10	Systematic search	532985	8117020	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	188	NM11	Systematic search	532989	8116967	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	188	NM12	Systematic search	533252	8117116	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Collared Lemming	No	NA	Yes	
2007	188	NM13	Systematic search	533020	8117040	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown and Collared Lemmings	No	NA	No	
2007	188	NM14	Systematic search	533187	8116952	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	188	NM15	Systematic search	533308	8116989	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	188	NM16	Systematic search	533126	8117048	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown and Collared Lemmings	No	NA	Yes	
2007	188	NM17	Systematic search	533143	8116795	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	188	NM18	Systematic search	533150	8117102	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	188	NM19	Systematic search	533186	8117125	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Collared Lemming	No	NA	No	
2007	188	NM20	Systematic search	533116	8117139	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	188	NM21	Systematic search	532942	8117079	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	188	NM22	Systematic search	533052	8117106	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown and Collared Lemmings	No	NA	No	
2007	188	NM23	Systematic search	532989	8117020	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	188	NM24	Systematic search	533208	8117135	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Collared Lemming	No	NA	No	
2007	188	NM25	Systematic search	533050	8117048	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Collared Lemming	No	NA	No	
2007	188	NM26	Systematic search	533126	8117104	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	195	NX01	Systematic search	534130	8117292	NAD 27	17X	LX1-snow fence experiment	Mesic	NA	NA	Yes	Collared Lemming	No	NA	No	
2007	195	NX02	Systematic search	534133	8117330	NAD 27	17X	LX1-snow fence experiment	Mesic	NA	NA	Yes	Collared Lemming	No	NA	Yes	
2007	195	NX03	Systematic search	534035	8117223	NAD 27	17X	LX1-snow fence experiment	Mesic	NA	NA	Yes	Brown and Collared Lemmings	No	NA	No	
2007	195	NX04	Systematic search	533950	8117238	NAD 27	17X	LX1-snow fence experiment	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	195	NX05	Systematic search	533972	8117254	NAD 27	17X	LX1-snow fence experiment	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	195	NX06	Systematic search	533928	8117265	NAD 27	17X	LX1-snow fence experiment	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	195	NX07	Systematic search	534124	8117402	NAD 27	17X	LX1-snow fence experiment	Mesic	NA	NA	Yes	Collared Lemming	No	NA	No	
2007	195	NX08	Systematic search	534102	8117383	NAD 27	17X	LX1-snow fence experiment	Mesic	NA	NA	Yes	Collared Lemming	No	NA	No	
2007	195	NX09	Systematic search	533914	8117291	NAD 27	17X	LX1-snow fence experiment	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	195	NX10	Systematic search	533974	8117411	NAD 27	17X	LX1-snow fence experiment	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	195	NX11	Systematic search	533944	8117351	NAD 27	17X	LX1-snow fence experiment	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	195	NX12	Systematic search	534088	8117408	NAD 27	17X	LX1-snow fence experiment	Mesic	NA	NA	Yes	Collared Lemming	No	NA	No	
2007	195	NX13	Systematic search	533909	8117402	NAD 27	17X	LX1-snow fence experiment	Mesic	NA	NA	Yes	Collared Lemming	No	NA	No	
2007	195	NX14	Systematic search	533898	8117320	NAD 27	17X	LX1-snow fence experiment	Mesic	NA	NA	Yes	Collared Lemming	No	NA	No	
2007	195	NX15	Systematic search	533964	8117475	NAD 27	17X	LX1-snow fence experiment	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	195	NX16	Systematic search	533949	8117466	NAD 27	17X	LX1-snow fence experiment	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	167	N001	Opportunistically	533317	8116451	NAD 27	17X	NA	NA	NA	NA	Yes	Collared Lemming	No	NA	No	
2007	167	N002	Opportunistically	532737	8117602	NAD 27	17X	NA	NA	NA	NA	Yes	Brown and Collared Lemmings	No	NA	No	
2007	171	N003	Opportunistically	533670	8118488	NAD 27	17X	NA	NA	NA	NA	No	Unknown	Unk	NA	Unk	
2007	169	N004	Opportunistically	533293	8117989	NAD 27	17X	NA	NA	NA	NA	Yes	Collared Lemming	No	NA	Yes	
2007	169	N005	Opportunistically	533301	8117983	NAD 27	17X	NA	NA	NA	NA	Yes	Collared Lemming	No	NA	Yes	
2007	169	N007	Opportunistically	534509	8118974	NAD 27	17X	NA	NA	NA	NA	Yes	Collared Lemming	Yes	Unknown	Yes	
2007	169	N009	Opportunistically	534462	8118955	NAD 27	17X	NA	NA	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	169	N010	Opportunistically	534745	8119286	NAD 27	17X	NA	NA	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	169	N011	Opportunistically	534849	8119303	NAD 27	17X	NA	NA	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	169	N012	Opportunistically	534856	8119302	NAD 27	17X	NA	NA	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	169	N013	Opportunistically	534854	8119303	NAD 27	17X	NA	NA	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	169	N014	Opportunistically	534931	8119343	NAD 27	17X	NA	NA	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	169	N015	Opportunistically	535187	8119407	NAD 27	17X	NA	NA	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	170	N016	Opportunistically	533103	8117916	NAD 27	17X	NA	NA	NA	NA	Yes	Collared Lemming	No	NA	Yes	
2007	170	N017	Opportunistically	533101	8117922	NAD 27	17X	NA	NA	NA	NA	Yes	Collared Lemming	No	NA	No	
2007	170	N018	Opportunistically	532697	8117783	NAD 27	17X	NA	NA	NA	NA	Yes	Collared Lemming	No	NA	No	
2007	170	N019	Opportunistically	532726	8117609	NAD 27	17X	NA	NA	NA	NA	Yes	Collared Lemming	No	NA	No	
2007	171	N024	Opportunistically	537481	8121374	NAD 27	17X	NA	NA	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	172	N027	Opportunistically	536206	8120361	NAD 27	17X	NA	NA	NA	NA	No	Unknown	Unk	NA	Unk	
2007	172	N029	Opportunistically	532893	8117591	NAD 27	17X	NA	NA	NA	NA	Yes	Brown and Collared Lemmings	No	NA	Yes	
2007	172	N031	Opportunistically	530452	8116365	NAD 27	17X	NA	NA	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	172	N032	Opportunistically	530455	8116357	NAD 27	17X	NA	NA	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	172	N033	Opportunistically	530448	8116367	NAD 27	17X	NA	NA	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	172	N034	Opportunistically	530421	8116426	NAD 27	17X	NA	NA	NA	NA	No	Unknown	Unk	NA	Unk	
2007	172	N035	Opportunistically	532944	8117695	NAD 27	17X	NA	NA	NA	NA	No	Unknown	Unk	NA	Unk	
2007	173	N039	Opportunistically	538787	8120313	NAD 27	17X	NA	NA	NA	NA	Yes	Collared Lemming	No	NA	No	
2007	175	N045	Opportunistically	537517	8118686	NAD 27	17X	NA	NA	NA	NA	Yes	Collared Lemming	No	NA	Yes	
2007	175	N046	Opportunistically	537509	8118695	NAD 27	17X	NA	NA	NA	NA	Yes	Collared Lemming	No	NA	No	
2007	175	N052	Opportunistically	535414	8117968	NAD 27	17X	NA	NA	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	177	N053	Opportunistically	533545	8118121	NAD 27	17X	NA	NA	NA	NA	Yes	Collared Lemming	Yes	Unknown	Yes	
2007	179	N054	Opportunistically	532980	8117564	NAD 27	17X	NA	NA	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	179	N059	Opportunistically	532764	8116279	NAD 27	17X	NA	NA	NA	NA	Yes	Brown and Collared Lemmings	No	NA	Yes	
2007	179	N060	Opportunistically	531365	8116340	NAD 27	17X	NA	NA	NA	NA	Yes	Collared Lemming	No	NA	Yes	
2007	179	N061	Opportunistically	531805	8116400	NAD 27	17X	NA	NA	NA	NA	Yes	Unknown	Unk	NA	Unk	
2007	180	N072	Opportunistically	533997	8120322	NAD 27	17X	NA	NA	NA	NA	No	Unknown	Unk	NA	Unk	
2007	180	N073	Opportunistically	533625	8118235	NAD 27	17X	NA	NA	NA	NA	Yes	Unknown	Unk	NA	Unk	
2007	180	N074	Opportunistically	533566	8118203	NAD 27	17X	NA	NA	NA	NA	Yes	Unknown	Unk	NA	Unk	
2007	185	N075	Opportunistically	533583	8118208	NAD 27	17X	NA	NA	NA	NA	Yes	Unknown	Unk	NA	Unk	
2007	185	N076	Opportunistically	532979	8116526	NAD 27	17X	NA	NA	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2007	185	N077	Opportunistically	531043	8116173	NAD 27	17X	NA	NA	NA	NA	Yes	Unknown	Unk	NA	Unk	
2007	185	N078	Opportunistically	531655	8116883	NAD 27	17X	NA	NA	NA	NA	Yes	Unknown	Unk	NA	Unk	
2007	185	N079	Opportunistically	531610	8116774	NAD 27	17X	NA	NA	NA	NA	Yes	Unknown	Unk	NA	Unk	
2007	191	N080	Opportunistically	536805	8116621	NAD 27	17X	NA	NA	NA	NA	Yes	Collared Lemming	No	NA	No	
2007	173	N106	Opportunistically	539059	8119938	NAD 27	17X	NA	NA	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2007	173	N109	Opportunistically	535676	8119510	NAD 27	17X	NA	NA	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	173	N110	Opportunistically	535332	8119241	NAD 27	17X	NA	NA	NA	NA	Yes	Brown Lemming	No	NA	No	
2007	173	N111	Opportunistically	535333	8119240	NAD 27	17X	NA	NA	NA	NA	Yes	Brown and Collared Lemmings	Yes	Unknown	No	
2007	175	N112	Opportunistically	534987	8118571	NAD 27	17X	NA	NA	NA	NA	Yes	Collared Lemming	No	NA	No	
2007	173	N103	Systematic search	538492	8120842	NAD 27	17X	TH07	Wetland	0.9	353	Yes	Brown Lemming	No	NA	No	
2007	173	N104	Systematic search	538490	8120845	NAD 27	17X	TH07	Wetland	3.4	352	Yes	Brown and Collared Lemmings	No	NA	No	
2007	169	N006	Systematic search	534489	8118961	NAD 27	17X	TH09	Wetland	10.2	203	Yes	Brown and Collared Lemmings	No	NA	No	
2007	169	N008	Systematic search	534471	8118972	NAD 27	17X	TH09	Wetland	5.95	210	Yes	Brown and Collared Lemmings	No	NA	No	
2007	172	N100	Systematic search	533489	8118455	NAD 27	17X	TH11	Wetland	5.8	193	Yes	Brown and Collared Lemmings	No	NA	Yes	
2007	172	N101	Systematic search	533491	8118466	NAD 27	17X	TH11	Wetland	7.8	205	Yes	Collared Lemming	No	NA	Yes	
2007	172	N102	Systematic search	533492	8118466	NAD 27	17X	TH11	Wetland	7.8	205	Yes	Collared Lemming	No	NA	Yes	
2007	171	N026	Systematic search	537472	8121115	NAD 27	17X	TH12	Wetland	7	144	Yes	Brown and Collared Lemmings	No	NA	No	
2007	173	N038	Systematic search	537970	8121230	NAD 27	17X	TH13	Wetland	4.5	35	Yes	Brown and Collared Lemmings	No	NA	No	
2007	172	N036	Systematic search	532963	8117808	NAD 27	17X	TH16	Wetland	0.75	45	Yes	Collared Lemming	No	NA	No	
2007	172	N037	Systematic search	532996	8118074	NAD 27	17X	TH16	Wetland	1.2	316	Yes	Collared Lemming	No	NA	No	
2007	172	N030	Systematic search	530503	8116413	NAD 27	17X	TH17	Wetland	0.5	352	Yes	Collared Lemming	No	NA	Yes	
2007	172	N028	Systematic search	535982	8119813	NAD 27	17X	TH18	Wetland	2	48	Yes	Unknown	Unk	NA	Unk	
2007	180	N069	Systematic search	533465	8120075	NAD 27	17X	TH19	Wetland	6.44	304	Yes	Collared Lemming	No	NA	No	
2007	180	N070	Systematic search	533465	8120071	NAD 27	17X	TH19	Wetland	6.78	304	Yes	Brown and Collared Lemmings	No	NA	Yes	
2007	180	N071	Systematic search	533453	8120217	NAD 27	17X	TH19	Wetland	10	442	Yes	Brown Lemming	No	NA	No	
2007	171	N020	Systematic search	537522	8121676	NAD 27	17X	TH26	Wetland	7	63	Yes	Brown Lemming	No	NA	No	
2007	171	N021	Systematic search	537513	8121660	NAD 27	17X	TH26	Wetland	5	85	Yes	Unknown	Unk	NA	Unk	
2007	171	N022	Systematic search	537481	8121397	NAD 27	17X	TH26	Wetland	5.5	368	Yes	Brown Lemming	No	NA	No	
2007	173	N025	Systematic search	537478	8121368	NAD 27	17X	TH26	Wetland	1.25	397	Yes	Collared Lemming	No	NA	No	
2007	201	N163	Systematic search	530991	8112218	NAD 27	17X	TM01	Mesic	6.8	47	Yes	Collared Lemming	No	NA	No	
2007	201	N164	Systematic search	530980	8112197	NAD 27	17X	TM01	Mesic	3.8	67	Yes	Collared Lemming	No	NA	Yes	
2007	201	N165	Systematic search	530978	8112198	NAD 27	17X	TM01	Mesic	4.2	69	Yes	Brown and Collared Lemmings	No	NA	Yes	
2007	201	N166	Systematic search	530983	8112047	NAD 27	17X	TM01	Mesic	5.1	218	Yes	Brown and Collared Lemmings	No	NA	Yes	
2007	201	N167	Systematic search	530989	8111892	NAD 27	17X	TM01	Mesic	6.7	373	Yes	Brown and Collared Lemmings	No	NA	No	
2007	193	N091	Systematic search	534978	8111936	NAD 27	17X	TM02	Mesic	1.4	171	Yes	Brown and Collared Lemmings	No	NA	No	
2007	193	N092	Systematic search	534984	8111933	NAD 27	17X	TM02	Mesic	1.15	169	Yes	Collared Lemming	No	NA	No	
2007	193	N093	Systematic search	534982	8111935	NAD 27	17X	TM02	Mesic	0.75	174	Yes	Collared Lemming	Yes	Unknown	Yes	
2007	193	N094	Systematic search	534980	8111941	NAD 27	17X	TM02	Mesic	0.73	177	Yes	Collared Lemming	Yes	Unknown	Yes	
2007	193	N095	Systematic search	534981	8111939	NAD 27	17X	TM02	Mesic	0.5	176	Yes	Collared Lemming	No	NA	Yes	
2007	193	N096	Systematic search	534980	8112262	NAD 27	17X	TM02	Mesic	1.85	496	Yes	Collared Lemming	No	NA	No	
2007	197	N132	Systematic search	529986	8114887	NAD 27	17X	TM04	Mesic	0.54	381	Yes	Brown and Collared Lemmings	No	NA	No	
2007	197	N133	Systematic search	529995	8114854	NAD 27	17X	TM04	Mesic	11.05	408	Yes	Collared Lemming	No	NA	Yes	
2007	175	N047	Systematic search	537983	8118772	NAD 27	17X	TM05	Mesic	0.5	10	Yes	Unknown	Unk	NA	Unk	
2007	175	N048	Systematic search	537982	8119238	NAD 27	17X	TM05	Mesic	1.19	474	Yes	Collared Lemming	No	NA	Yes	
2007	175	N049	Systematic search	537985	8119236	NAD 27	17X	TM05	Mesic	2.5	473	Yes	Collared Lemming	No	NA	Yes	
2007	175	N050	Systematic search	537980	8119233	NAD 27	17X	TM05	Mesic	1.76	472	Yes	Collared Lemming	No	NA	No	
2007	196	N127	Systematic search	534960	8115055	NAD 27	17X	TM06	Mesic	25.5	297	Yes	Collared Lemming	No	NA	Yes	
2007	196	N128	Systematic search	535008	8115118	NAD 27	17X	TM06	Mesic	22	353	Yes	Collared Lemming	No	NA	Yes	
2007	196	N129	Systematic search	535006	8115118	NAD 27	17X	TM06	Mesic	21.2	353	Yes	Collared Lemming	No	NA	No	
2007	196	N130	Systematic search	534984	8115225	NAD 27	17X	TM06	Mesic	0.5	460	Yes	Unknown	Unk	NA	Unk	
2007	196	N131	Systematic search	534985	8115228	NAD 27	17X	TM06	Mesic	1.2	356	Yes	Unknown	Unk	NA	Unk	
2007	173	N107	Systematic search	537488	8119936	NAD 27	17X	TM08	Mesic	2.47	331	Yes	Unknown	Unk	NA	Unk	
2007	173	N108	Systematic search	537486	8119832	NAD 27	17X	TM08	Mesic	1	435	Yes	Collared Lemming	No	NA	Yes	
2007	202	N168	Systematic search	538477	8112947	NAD 27	17X	TM09	Mesic	10.2	183	Yes	Collared Lemming	Yes	Unknown	No	
2007	202	N169	Systematic search	538477	8112949	NAD 27	17X	TM09	Mesic	10.3	184	Yes	Collared Lemming	No	NA	No	
2007	202	N170	Systematic search	538475	8112952	NAD 27	17X	TM09	Mesic	11.05	186	Yes	Collared Lemming	Yes	Unknown	Yes	
2007	202	N171	Systematic search	538488	8113102	NAD 27	17X	TM09	Mesic	1.2	340	Yes	Brown Lemming	No	NA	No	
2007	193	N097	Systematic search	534484	8112825	NAD 27	17X	TM10	Mesic	2.8	63	Yes	Collared Lemming	No	NA	No	
2007	193	N098	Systematic search	534471	8112821	NAD 27	17X	TM10	Mesic	7.5	60	Yes	Collared Lemming	No	NA	Yes	
2007	193	N099	Systematic search	534490	8113085	NAD 27	17X	TM10	Mesic	3.65	324	Yes	Collared Lemming	No	NA	Yes	
2007	193	N113	Systematic search	534494	8113154	NAD 27	17X	TM10	Mesic	2.15	391	Yes	Collared Lemming	No	NA	No	
2007	196	N119	Systematic search	535992	8113913	NAD 27	17X	TM13	Mesic	3.2	35	Yes	Collared Lemming	No	NA	No	
2007	173	N040	Systematic search	538998	8120243	NAD 27	17X	TM15	Mesic	0.55	23	Yes	Brown Lemming	No	NA	No	
2007	173	N041	Systematic search	539000	8120243	NAD 27	17X	TM15	Mesic	1.65	24	Yes	Brown Lemming	No	NA	No	
2007	173	N042	Systematic search	538988	8119977	NAD 27	17X	TM15	Mesic	1.2	287	Yes	Unknown	Unk	NA	Unk	
2007	179	N055	Systematic search	532983	8116769	NAD 27	17X	TM16	Mesic	3.55	0	Yes	Brown and Collared Lemmings	No	NA	No	
2007	179	N056	Systematic search	532979	8116606	NAD 27	17X	TM16	Mesic	3.5	158	Yes	Brown Lemming	No	NA	No	
2007	179	N057	Systematic search	532977	8116606	NAD 27	17X	TM16	Mesic	4.15	159	Yes	Brown and Collared Lemmings	No	NA	Yes	
2007	179	N058	Systematic search	532978	8116526	NAD 27	17X	TM16	Mesic	0.78	242	Yes	Brown Lemming	No	NA	No	
2007	201	N145	Systematic search	532956	8115270	NAD 27	17X	TM17	Mesic	0.37	225	Yes	Brown and Collared Lemmings	No	NA	Yes	
2007	201	N146	Systematic search	532956	8115271	NAD 27	17X	TM17	Mesic	1.1	225	Yes	Collared Lemming	No	NA	Yes	
2007	173	N105	Systematic search	539482	8120996	NAD 27	17X	TM18	Mesic	3.4	232	Yes	Brown Lemming	No	NA	Yes	
2007	197	N134	Systematic search	529473	8113719	NAD 27	17X	TM21	Mesic	8.65	49	Yes	Brown Lemming	No	NA	No	
2007	197	N135	Systematic search	529483	8113644	NAD 27	17X	TM21	Mesic	2.55	120	Yes	Brown Lemming	No	NA	No	
2007	197	N136	Systematic search	529479	8113631	NAD 27	17X	TM21	Mesic	6.8	134	Yes	Collared Lemming	No	NA	No	
2007	197	N137	Systematic search	529480	8113586	NAD 27	17X	TM21	Mesic	8.5	180	Yes	Collared Lemming	No	NA	No	
2007	197	N138	Systematic search	529483	8113536	NAD 27	17X	TM21	Mesic	0	231	Yes	Collared Lemming	No	NA	No	
2007	192	N081	Systematic search	536978	8116446	NAD 27	17X	TM22	Mesic	7	320	Yes	Collared Lemming	No	NA	No	
2007	192	N082	Systematic search	536990	8116414	NAD 27	17X	TM22	Mesic	1	350	Yes	Collared Lemming	No	NA	No	
2007	192	N083	Systematic search	536992	8116414	NAD 27	17X	TM22	Mesic	0.7	352	Yes	Collared Lemming	No	NA	No	
2007	192	N084	Systematic search	536986	8116345	NAD 27	17X	TM22	Mesic	0.3	420	Yes	Brown and Collared Lemmings	No	NA	No	
2007	192	N085	Systematic search	536981	8116342	NAD 27	17X	TM22	Mesic	4.6	420	Yes	Collared Lemming	No	NA	No	
2007	192	N086	Systematic search	536992	8116339	NAD 27	17X	TM22	Mesic	4.05	423	Yes	Collared Lemming	No	NA	No	
2007	192	N087	Systematic search	536983	8115216	NAD 27	17X	TM23	Mesic	8.3	52	Yes	Collared Lemming	No	NA	No	
2007	199	N144	Systematic search	538997	8115035	NAD 27	17X	TM24	Mesic	10.2	233	Yes	Collared Lemming	No	NA	Yes	
2007	199	N140	Systematic search	538974	8116698	NAD 27	17X	TM25	Mesic	10.2	67	Yes	Brown Lemming	No	NA	No	
2007	199	N141	Systematic search	538987	8116328	NAD 27	17X	TM25	Mesic	0.8	438	Yes	Brown Lemming	No	NA	No	
2007	202	N176	Systematic search	538964	8114334	NAD 27	17X	TR01	Riparian	4	467	Yes	Collared Lemming	No	NA	Yes	
2007	179	N062	Systematic search	534170	8116534	NAD 27	17X	TR02	Riparian	2.85	115	Yes	Brown Lemming	No	NA	No	
2007	179	N063	Systematic search	534157	8116610	NAD 27	17X	TR02	Riparian	1.2	204	Yes	Collared Lemming	Yes	Unknown	No	
2007	179	N064	Systematic search	534162	8116615	NAD 27	17X	TR02	Riparian	4.85	205	Yes	Brown and Collared Lemmings	Yes	Unknown	Yes	
2007	179	N065	Systematic search	534151	8116636	NAD 27	17X	TR02	Riparian	1.45	270	Yes	Unknown	Unk	NA	Unk	
2007	179	N066	Systematic search	534145	8116649	NAD 27	17X	TR02	Riparian	2.4	305	Yes	Brown and Collared Lemmings	No	NA	Yes	
2007	179	N067	Systematic search	534133	8116670	NAD 27	17X	TR02	Riparian	0.5	329	Yes	Brown and Collared Lemmings	No	NA	No	
2007	179	N068	Systematic search	534126	8116686	NAD 27	17X	TR02	Riparian	2.2	355	Yes	Collared Lemming	No	NA	No	
2007	210	N198	Systematic search	533604	8112426	NAD 27	17X	TR03	Riparian	18.7	82	Yes	Brown and Collared Lemmings	No	NA	Yes	
2007	210	N199	Systematic search	533604	8112427	NAD 27	17X	TR03	Riparian	17	84	Yes	Collared Lemming	No	NA	Yes	
2007	210	N200	Systematic search	533648	8112556	NAD 27	17X	TR03	Riparian	11.05	224	Yes	Brown Lemming	No	NA	No	
2007	210	N201	Systematic search	533697	8112648	NAD 27	17X	TR03	Riparian	8.5	344	Yes	Collared Lemming	No	NA	No	
2007	210	N202	Systematic search	533729	8112662	NAD 27	17X	TR03	Riparian	14.45	388	Yes	Collared Lemming	No	NA	Yes	
2007	210	N203	Systematic search	533731	8112737	NAD 27	17X	TR03	Riparian	8.4	470	Yes	Brown and Collared Lemmings	No	NA	No	
2007	203	N182	Systematic search	536189	8114470	NAD 27	17X	TR04	Riparian	5.05	353	Yes	Collared Lemming	No	NA	Yes	
2007	203	N183	Systematic search	536105	8114407	NAD 27	17X	TR04	Riparian	8.5	494	Yes	Collared Lemming	Yes	Unknown	No	
2007	207	N186	Systematic search	534550	8113671	NAD 27	17X	TR05	Riparian	8.5	113	Yes	Collared Lemming	No	NA	Yes	
2007	207	N187	Systematic search	534563	8113666	NAD 27	17X	TR05	Riparian	5.1	129	Yes	Collared Lemming	No	NA	No	
2007	207	N188	Systematic search	534628	8113688	NAD 27	17X	TR05	Riparian	19.55	219	Yes	Collared Lemming	No	NA	No	
2007	207	N189	Systematic search	534633	8113616	NAD 27	17X	TR05	Riparian	5.95	271	Yes	Brown and Collared Lemmings	No	NA	No	
2007	207	N190	Systematic search	534637	8113617	NAD 27	17X	TR05	Riparian	4.25	268	Yes	Brown Lemming	No	NA	No	
2007	207	N191	Systematic search	534633	8113602	NAD 27	17X	TR05	Riparian	2.55	288	Yes	Brown Lemming	No	NA	No	
2007	207	N192	Systematic search	534635	8113594	NAD 27	17X	TR05	Riparian	4.35	295	Yes	Brown and Collared Lemmings	No	NA	No	
2007	199	N142	Systematic search	538052	8116140	NAD 27	17X	TR06	Riparian	0.3	99	Yes	Collared Lemming	No	NA	No	
2007	210	N207	Systematic search	534461	8115201	NAD 27	17X	TR07	Riparian	2.35	27	Yes	Collared Lemming	No	NA	No	
2007	210	N208	Systematic search	534477	8115199	NAD 27	17X	TR07	Riparian	10.2	28	Yes	Collared Lemming	No	NA	No	
2007	210	N209	Systematic search	534465	8115202	NAD 27	17X	TR07	Riparian	0.9	32	Yes	Collared Lemming	No	NA	No	
2007	210	N210	Systematic search	534486	8115221	NAD 27	17X	TR07	Riparian	8.4	62	Yes	Collared Lemming	No	NA	No	
2007	210	N211	Systematic search	534494	8115228	NAD 27	17X	TR07	Riparian	5.95	72	Yes	Collared Lemming	No	NA	No	
2007	210	N212	Systematic search	534586	8115368	NAD 27	17X	TR07	Riparian	6.8	242	Yes	Collared Lemming	No	NA	Yes	
2007	210	N213	Systematic search	534621	8115411	NAD 27	17X	TR07	Riparian	6.65	302	Yes	Collared Lemming	No	NA	No	
2007	210	N214	Systematic search	534629	8115431	NAD 27	17X	TR07	Riparian	2.55	330	Yes	Collared Lemming	No	NA	Yes	
2007	210	N215	Systematic search	534691	8115515	NAD 27	17X	TR07	Riparian	2.4	440	Yes	Collared Lemming	No	NA	Yes	
