Year	Day	Nest_number	Nest_found	UTM_E	UTM_N	Datum	Zone	Area_Name	Habitat	Distance_From	Distance_On	Fresh_Nest	Species	Predation	PredatorSpecies	ReproductiveActivity	Notes
2010	193	NTR10-01	Systematic search	533493	8117300	NAD 27	17X	TR10	Riparian	2	219	Yes	Brown lemming	No	NA	Yes	
2010	193	NTR10-02	Systematic search	533495	8117257	NAD 27	17X	TR10	Riparian	1.5	261	Yes	Brown lemming	No	NA	Yes	
2010	193	NTR10-03	Systematic search	533499	8117192	NAD 27	17X	TR10	Riparian	0	323	Yes	Brown lemming	No	NA	No	
2010	193	NTR10-04	Systematic search	533508	8117141	NAD 27	17X	TR10	Riparian	5.6	375	Yes	Brown lemming	No	NA	No	
2010	193	NTR10-05	Systematic search	533516	8117136	NAD 27	17X	TR10	Riparian	0.4	382	Yes	Brown lemming	No	NA	Yes	
2010	193	NTR10-06	Systematic search	533536	8117115	NAD 27	17X	TR10	Riparian	0.4	401	Yes	Brown lemming	No	NA	No	
2010	193	NTR10-07	Systematic search	533599	8117062	NAD 27	17X	TR10	Riparian	0.6	480	Yes	Brown lemming	No	NA	Yes	
2010	209	NTR11-01	Systematic search	530712	8115125	NAD 27	17X	TR11	Riparian	0	488	Yes	Brown lemming	No	NA	Yes	
2010	193	NTR12-01	Systematic search	533844	8115205	NAD 27	17X	TR12	Riparian	5.3	459	Yes	Brown lemming	No	NA	No	
2010	193	NTR12-02	Systematic search	534144	8114879	NAD 27	17X	TR12	Riparian	4	20	Yes	Brown lemming	No	NA	Yes	
2010	192	NTR13-01	Systematic search	533829	8117292	NAD 27	17X	TR13	Riparian	4.2	6	Yes	Brown lemming	No	NA	No	
2010	192	NTR13-02	Systematic search	533827	8117278	NAD 27	17X	TR13	Riparian	1.4	17	Yes	Brown lemming	No	NA	No	
2010	192	NTR13-03	Systematic search	533834	8117243	NAD 27	17X	TR13	Riparian	0.2	50	Yes	Brown lemming	No	NA	Yes	
2010	192	NTR13-04	Systematic search	533837	8117243	NAD 27	17X	TR13	Riparian	4.4	51	Yes	Brown lemming	No	NA	Yes	
2010	192	NTR13-05	Systematic search	533840	8117227	NAD 27	17X	TR13	Riparian	3.9	67	Yes	Brown lemming	No	NA	Yes	
2010	192	NTR13-06	Systematic search	533840	8117225	NAD 27	17X	TR13	Riparian	3.7	69	Yes	Brown lemming	No	NA	Yes	
2010	192	NTR13-07	Systematic search	533840	8117219	NAD 27	17X	TR13	Riparian	1.8	75	Yes	Brown lemming	No	NA	Yes	
2010	192	NTR13-08	Systematic search	533841	8117215	NAD 27	17X	TR13	Riparian	2.6	79	Yes	Brown lemming	No	NA	No	
2010	192	NTR13-09	Systematic search	533839	8117208	NAD 27	17X	TR13	Riparian	0	87	Yes	Brown lemming	No	NA	No	
2010	192	NTR13-10	Systematic search	533840	8117206	NAD 27	17X	TR13	Riparian	1.8	88	Yes	Brown lemming	No	NA	No	
2010	192	NTR13-11	Systematic search	533846	8117195	NAD 27	17X	TR13	Riparian	7.2	100	Yes	Brown lemming	No	NA	No	
2010	192	NTR13-12	Systematic search	533853	8117160	NAD 27	17X	TR13	Riparian	5.4	135	Yes	Brown lemming	No	NA	Yes	
2010	192	NTR13-13	Systematic search	533868	8117119	NAD 27	17X	TR13	Riparian	2.5	179	Yes	Brown and Collared Lemmings	No	NA	No	
2010	192	NTR13-14	Systematic search	533871	8117106	NAD 27	17X	TR13	Riparian	1.7	191	Yes	Brown lemming	No	NA	Yes	
2010	192	NTR13-15	Systematic search	533884	8117096	NAD 27	17X	TR13	Riparian	1.1	201	Yes	Brown lemming	No	NA	No	
2010	192	NTR13-16	Systematic search	533892	8117081	NAD 27	17X	TR13	Riparian	0.8	220	Yes	Brown lemming	No	NA	No	
2010	192	NTR13-17	Systematic search	533891	8117079	NAD 27	17X	TR13	Riparian	0.8	222	Yes	Brown lemming	No	NA	No	
2010	192	NTR13-18	Systematic search	533891	8117078	NAD 27	17X	TR13	Riparian	0.6	223	Yes	Brown lemming	No	NA	No	
2010	192	NTR13-19	Systematic search	533891	8117077	NAD 27	17X	TR13	Riparian	0.2	224	Yes	Brown lemming	No	NA	No	
2010	192	NTR13-20	Systematic search	533893	8117071	NAD 27	17X	TR13	Riparian	0.3	232	Yes	Brown lemming	No	NA	No	
2010	192	NTR13-21	Systematic search	533892	8117069	NAD 27	17X	TR13	Riparian	0	232	Yes	Brown lemming	No	NA	Yes	
2010	192	NTR13-22	Systematic search	533892	8117069	NAD 27	17X	TR13	Riparian	0.2	233	Yes	Brown lemming	No	NA	No	
2010	192	NTR13-23	Systematic search	533890	8117068	NAD 27	17X	TR13	Riparian	0.5	233	Yes	Brown lemming	No	NA	No	
2010	193	NTR13-24	Systematic search	533894	8117070	NAD 27	17X	TR13	Riparian	0	233	Yes	Brown lemming	No	NA	Yes	
2010	193	NTR13-25	Systematic search	533892	8117068	NAD 27	17X	TR13	Riparian	0.2	234	Yes	Brown lemming	No	NA	Yes	
2010	193	NTR13-26	Systematic search	533893	8117070	NAD 27	17X	TR13	Riparian	0	234	Yes	Brown lemming	No	NA	No	
2010	193	NTR13-27	Systematic search	533888	8117023	NAD 27	17X	TR13	Riparian	0	276	Yes	Brown lemming	No	NA	Yes	
2010	193	NTR13-28	Systematic search	533880	8116947	NAD 27	17X	TR13	Riparian	4.5	349	Yes	Brown lemming	No	NA	Yes	
2010	193	NTR13-29	Systematic search	533884	8116872	NAD 27	17X	TR13	Riparian	1	424	Yes	Brown lemming	No	NA	Yes	
2010	209	NTR14-01	Systematic search	531993	8116404	NAD 27	17X	TR14	Riparian	3	201	Yes	Brown lemming	No	NA	No	
2010	209	NTR14-02	Systematic search	532122	8116350	NAD 27	17X	TR14	Riparian	1	65	Yes	Brown lemming	No	NA	Yes	
2010	193	NTR15-01	Systematic search	534210	8117342	NAD 27	17X	TR15	Riparian	5	71	Yes	Brown lemming	No	NA	Yes	
2010	193	NTR15-02	Systematic search	534198	8117379	NAD 27	17X	TR15	Riparian	4.8	112	Yes	Brown lemming	No	NA	No	
2010	193	NTR15-03	Systematic search	534147	8117627	NAD 27	17X	TR15	Riparian	10.5	366	Yes	Brown lemming	No	NA	Yes	
2010	193	NTR15-04	Systematic search	534165	8117665	NAD 27	17X	TR15	Riparian	0	398	Yes	Brown lemming	No	NA	No	
2010	193	NTR15-05	Systematic search	534164	8117711	NAD 27	17X	TR15	Riparian	0.9	444	Yes	Brown lemming	No	NA	No	
2010	195	NTR16-01	Systematic search	536876	8116942	NAD 27	17X	TR16	Riparian	2.3	153	Yes	Collared lemming	No	NA	No	
2010	195	NTR16-02	Systematic search	536875	8116946	NAD 27	17X	TR16	Riparian	7	153	Yes	Collared lemming	No	NA	No	
2010	195	NTR16-03	Systematic search	536874	8116948	NAD 27	17X	TR16	Riparian	8	153	Yes	Collared lemming	No	NA	Yes	
2010	197	NTR17-01	Systematic search	529722	8115028	NAD 27	17X	TR17	Riparian	0.3	249	Yes	Brown lemming	No	NA	No	
2010	187	NTR18-01	Systematic search	534939	8117912	NAD 27	17X	TR18	Riparian	5.1	88	Yes	Brown lemming	No	NA	No	
2010	187	NTR18-02	Systematic search	534933	8117895	NAD 27	17X	TR18	Riparian	5.5	106	Yes	Brown lemming	No	NA	Yes	
2010	187	NTR18-03	Systematic search	534937	8117892	NAD 27	17X	TR18	Riparian	9.1	106	Yes	Brown lemming	Yes	Ermine	Yes	
2010	187	NTR18-04	Systematic search	534929	8117831	NAD 27	17X	TR18	Riparian	8	170	Yes	Brown lemming	No	NA	Yes	
2010	187	NTR18-05	Systematic search	534930	8117812	NAD 27	17X	TR18	Riparian	7.6	193	Yes	Brown lemming	No	NA	No	
2010	187	NTR18-06	Systematic search	534923	8117795	NAD 27	17X	TR18	Riparian	0.6	207	Yes	Brown lemming	No	NA	No	
2010	187	NTR18-07	Systematic search	534925	8117739	NAD 27	17X	TR18	Riparian	9.5	263	Yes	Brown lemming	No	NA	No	
2010	187	NTR18-08	Systematic search	534928	8117680	NAD 27	17X	TR18	Riparian	7.3	324	Yes	Brown lemming	No	NA	Yes	
2010	187	NTR18-09	Systematic search	534930	8117675	NAD 27	17X	TR18	Riparian	6.6	328	Yes	Brown lemming	No	NA	Yes	
2010	187	NTR18-10	Systematic search	534929	8117584	NAD 27	17X	TR18	Riparian	4.5	414	Yes	Brown lemming	No	NA	Yes	
2010	187	NTR18-11	Systematic search	534950	8117569	NAD 27	17X	TR18	Riparian	4.1	434	Yes	Brown lemming	No	NA	Yes	
2010	187	NTR18-12	Systematic search	534949	8117561	NAD 27	17X	TR18	Riparian	0	438	Yes	Brown lemming	No	NA	Yes	
2010	187	NTR18-13	Systematic search	534974	8117543	NAD 27	17X	TR18	Riparian	5.4	462	Yes	Brown lemming	No	NA	Yes	
2010	187	NTR18-14	Systematic search	534994	8117513	NAD 27	17X	TR18	Riparian	2.5	490	Yes	Brown and Collared Lemmings	Yes	Ermine	No	
2010	186	NTR19-01	Systematic search	537329	8118436	NAD 27	17X	TR19	Riparian	6	36	Yes	Brown and Collared Lemmings	No	NA	No	
2010	186	NTR19-02	Systematic search	537324	8118446	NAD 27	17X	TR19	Riparian	8.9	46	Yes	Brown and Collared Lemmings	No	NA	No	
2010	186	NTR19-03	Systematic search	537296	8118481	NAD 27	17X	TR19	Riparian	1.8	90	Yes	Brown lemming	No	NA	No	
2010	186	NTR19-04	Systematic search	537262	8118573	NAD 27	17X	TR19	Riparian	1.4	189	Yes	Collared lemming	No	NA	Yes	
2010	186	NTR19-05	Systematic search	537261	8118575	NAD 27	17X	TR19	Riparian	1.5	190	Yes	Collared lemming	No	NA	Yes	
2010	186	NTR19-06	Systematic search	537225	8118626	NAD 27	17X	TR19	Riparian	2.7	251	Yes	Collared lemming	No	NA	No	
2010	186	NTR19-07	Systematic search	537156	8118711	NAD 27	17X	TR19	Riparian	0	359	Yes	Collared lemming	No	NA	No	
2010	192	NTR20-01	Systematic search	532008	8116061	NAD 27	17X	TR20	Riparian	8.7	524	Yes	Brown lemming	No	NA	Yes	
2010	192	NTR20-02	Systematic search	531998	8116067	NAD 27	17X	TR20	Riparian	7.5	510	Yes	Brown lemming	No	NA	Yes	
2010	192	NTR20-03	Systematic search	531907	8116130	NAD 27	17X	TR20	Riparian	0	400	Yes	Brown lemming	No	NA	Yes	
2010	192	NTR20-04	Systematic search	531845	8116190	NAD 27	17X	TR20	Riparian	5.4	315	Yes	Brown lemming	No	NA	No	
2010	192	NTR20-05	Systematic search	531829	8116202	NAD 27	17X	TR20	Riparian	7.2	294	Yes	Brown lemming	No	NA	Yes	
2010	192	NTR20-06	Systematic search	531806	8116213	NAD 27	17X	TR20	Riparian	1	270	Yes	Brown lemming	No	NA	Yes	
2010	192	NTR20-07	Systematic search	531682	8116317	NAD 27	17X	TR20	Riparian	2	110	Yes	Brown lemming	No	NA	Yes	
2010	192	NTR20-08	Systematic search	531654	8116329	NAD 27	17X	TR20	Riparian	6	78	Yes	Brown lemming	No	NA	Yes	
2010	192	NTR20-09	Systematic search	531654	8116330	NAD 27	17X	TR20	Riparian	5.8	78	Yes	Brown lemming	No	NA	Yes	
2010	192	NTR20-10	Systematic search	531636	8116349	NAD 27	17X	TR20	Riparian	0	53	Yes	Brown lemming	No	NA	No	
2011	176	NGH01	Systematic search	534051	8118334	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH02	Systematic search	534057	8118337	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH03	Systematic search	534075	8118348	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH04	Systematic search	534109	8118375	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH05	Systematic search	534038	8118343	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH06	Systematic search	534184	8118446	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH07	Systematic search	534184	8118456	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH08	Systematic search	534076	8118406	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	juste crottes de juvéniles
2011	176	NGH09	Systematic search	534092	8118418	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH10	Systematic search	534088	8118422	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH11	Systematic search	534094	8118427	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH12	Systematic search	534094	8118425	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH13	Systematic search	534164	8118465	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH14	Systematic search	534226	8118492	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH15	Systematic search	534192	8118489	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH16	Systematic search	534140	8118447	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH17	Systematic search	534195	8118500	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH18	Systematic search	534152	8118486	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH19	Systematic search	533998	8118398	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH20	Systematic search	533990	8118394	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH21	Systematic search	533992	8118394	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH22	Systematic search	534188	8118521	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH23	Systematic search	534257	8118561	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH24	Systematic search	534028	8118441	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH25	Systematic search	534082	8118483	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH26	Systematic search	534229	8118581	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH27	Systematic search	534215	8118574	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH28	Systematic search	534188	8118551	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH29	Systematic search	534187	8118553	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH30	Systematic search	534155	8118533	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH31	Systematic search	534103	8118507	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH32	Systematic search	534028	8118458	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH33	Systematic search	533992	8118458	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH34	Systematic search	534034	8118487	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH35	Systematic search	534151	8118544	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH36	Systematic search	534217	8118579	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH37	Systematic search	534239	8118610	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH38	Systematic search	534233	8118606	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH39	Systematic search	534191	8118585	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH40	Systematic search	533976	8118456	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH41	Systematic search	534020	8118496	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH42	Systematic search	534049	8118509	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH43	Systematic search	534052	8118508	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH44	Systematic search	534077	8118522	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH45	Systematic search	534118	8118548	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH46	Systematic search	534185	8118584	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH47	Systematic search	534157	8118592	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH48	Systematic search	534062	8118533	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH49	Systematic search	534060	8118530	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH50	Systematic search	534041	8118516	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH51	Systematic search	534043	8118514	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH52	Systematic search	533991	8118480	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH53	Systematic search	533934	8118468	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH54	Systematic search	533960	8118492	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH55	Systematic search	533959	8118505	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH56	Systematic search	534065	8118556	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH57	Systematic search	534093	8118567	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH58	Systematic search	534136	8118590	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH59	Systematic search	534187	8118618	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH60	Systematic search	534110	8118586	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH61	Systematic search	534016	8118527	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH62	Systematic search	534038	8118550	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH63	Systematic search	534081	8118577	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH64	Systematic search	534134	8118631	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH65	Systematic search	534130	8118615	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH66	Systematic search	534081	8118594	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH67	Systematic search	534081	8118590	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH68	Systematic search	534197	8118660	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH69	Systematic search	533987	8118551	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH70	Systematic search	533909	8118511	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH71	Systematic search	533945	8118544	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH72	Systematic search	533947	8118545	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH73	Systematic search	533943	8118550	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH74	Systematic search	533995	8118566	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH75	Systematic search	534061	8118608	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH76	Systematic search	534148	8118671	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH77	Systematic search	534050	8118609	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH78	Systematic search	534049	8118609	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH79	Systematic search	534094	8118667	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH80	Systematic search	534084	8118650	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH81	Systematic search	533939	8118569	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH82	Systematic search	533949	8118589	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH83	Systematic search	533891	8118587	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH84	Systematic search	534094	8118700	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	176	NGH85	Systematic search	533956	8118671	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH86	Systematic search	533950	8118657	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	176	NGH87	Systematic search	533950	8118655	NAD 27	17X	LG1	Wetland	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	186	NGM001	Systematic search	532986	8117118	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM002	Systematic search	533088	8117151	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM003	Systematic search	533089	8117150	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM004	Systematic search	533180	8117183	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM005	Systematic search	533244	8117204	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM006	Systematic search	533245	8117205	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM007	Systematic search	533232	8117192	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM008	Systematic search	533037	8117119	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM009	Systematic search	533221	8117180	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM010	Systematic search	533243	8117178	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM011-B	Systematic search	533250	8117186	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM012	Systematic search	533254	8117180	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	186	NGM013	Systematic search	533213	8117160	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	186	NGM014	Systematic search	533176	8117153	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM015	Systematic search	533109	8117130	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM016	Systematic search	533110	8117120	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM017	Systematic search	532963	8117073	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM018	Systematic search	532969	8117064	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM019	Systematic search	533178	8117135	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM020	Systematic search	533172	8117138	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	186	NGM021	Systematic search	533180	8117130	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM022	Systematic search	533181	8117130	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM023	Systematic search	533230	8117155	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	186	NGM024	Systematic search	533243	8117153	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM025	Systematic search	533251	8117165	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM026	Systematic search	533254	8117158	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM027	Systematic search	533262	8117155	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	186	NGM028	Systematic search	533257	8117156	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM029	Systematic search	533232	8117146	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM030	Systematic search	533182	8117124	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM031	Systematic search	533107	8117091	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	186	NGM032	Systematic search	532957	8117040	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	186	NGM033	Systematic search	533056	8117059	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	Yes	
2011	186	NGM034	Systematic search	533121	8117084	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
2011	186	NGM035	Systematic search	533118	8117088	NAD 27	17X	LG2	Mesic	NA	NA	Yes	Brown Lemming	No	NA	No	
